map_50,map_75,acc,f1,dice,aji,aji_plus,dq,sq,pq,img_names,dataset,model,file_name,dist,area,cnt
0.3912070989608764,0.2904217839241028,0.7209302325581395,0.6142857142857143,0.47155157439677,0.3747436773752563,0.3777473492030054,0.6351351351351351,0.7445040384250922,0.4728606730537747,test_10_004,consep,mask_rcnn,test_10_004,3.760055815420884,246.45833333333331,72
0.5336552858352661,0.372944176197052,0.864406779661017,0.7763157894736842,0.4766931544728922,0.580010838429976,0.6253842213114754,0.6710526315789473,0.7997529373951421,0.5366763132520033,test_10_004,consep,hovernet,test_10_004,3.760055815420884,246.45833333333331,72
0.1095385998487472,0.0062900409102439,1.0,0.3636363636363636,0.1213441800651967,0.0646855087984469,0.1093701115861925,0.2727272727272727,0.6532179184782807,0.1781503414031674,test_10_005,consep,dist,test_10_005,2.4376938223325646,337.35714285714283,56
0.1964990496635437,0.1815505027770996,0.5517241379310345,0.6041666666666666,0.2539634023707705,0.1629199749157658,0.2068124207858048,0.2083333333333333,0.7743954834484368,0.161332392385091,test_10_005,consep,seg_unet,test_10_005,2.4376938223325646,337.35714285714283,56
0.4704048931598663,0.3119336068630218,0.9310344827586208,0.5043478260869565,0.4510495733607177,0.3798040928375343,0.3957958154611833,0.6,0.7008498481644481,0.4205099088986688,test_10_005,consep,mask_rcnn,test_10_005,2.4376938223325646,337.35714285714283,56
0.5785248875617981,0.4074742794036865,0.8888888888888888,0.743801652892562,0.4345563760131288,0.57922821127523,0.609964998970558,0.6829268292682927,0.7738664952666494,0.5284941918894192,test_10_005,consep,hovernet,test_10_005,2.4376938223325646,337.35714285714283,56
0.3073157966136932,0.1604117006063461,1.0,0.7239263803680982,0.4683562847865755,0.304250176059689,0.3964348206474191,0.4907975460122699,0.7710559179475782,0.3784323523669095,test_10_006,consep,dist,test_10_006,4.126695912458352,178.79569892473117,93
0.1092691197991371,0.0551831349730491,0.6461538461538462,0.6951871657754011,0.5093730379292005,0.3977910621856091,0.4381729515716286,0.4761904761904761,0.776469572838034,0.369747415637159,test_10_006,consep,seg_unet,test_10_006,4.126695912458352,178.79569892473117,93
0.3038737177848816,0.1784297972917556,0.875,0.7368421052631579,0.7021298487257904,0.4148670900964479,0.4303995953464846,0.6709677419354839,0.7742019664558037,0.5194645452348619,test_10_006,consep,mask_rcnn,test_10_006,4.126695912458352,178.79569892473117,93
0.6109734177589417,0.2635269165039062,0.8607594936708861,0.8926553672316384,0.6380273469935379,0.6452313708451011,0.6578774514403678,0.8135593220338984,0.7731464469226942,0.6290004991913445,test_10_006,consep,hovernet,test_10_006,4.126695912458352,178.79569892473117,93
0.0975954681634903,0.0402040183544158,1.0,0.4509803921568627,0.145784594817392,0.0788562391932894,0.1839370424195892,0.2941176470588235,0.7415777872180455,0.2181111138876604,test_10_007,consep,dist,test_10_007,4.09156731859602,268.6875,64
0.1227408424019813,0.0552446469664573,0.696969696969697,0.6055045871559633,0.1612662272155908,0.0912182449131811,0.2067861514799585,0.2909090909090909,0.7332088651395017,0.2132971244042186,test_10_007,consep,seg_unet,test_10_007,4.09156731859602,268.6875,64
0.4218469858169555,0.2077905535697937,0.9117647058823528,0.5230769230769231,0.486046047450647,0.3543172721913685,0.3653284671532846,0.624113475177305,0.7214634334012613,0.4502750506334113,test_10_007,consep,mask_rcnn,test_10_007,4.09156731859602,268.6875,64
0.3694987297058105,0.2741386592388153,0.8,0.6153846153846154,0.4175235279310262,0.4890074634426395,0.5238224884290771,0.5648854961832062,0.7967422452647948,0.4500681385465253,test_10_007,consep,hovernet,test_10_007,4.09156731859602,268.6875,64
0.110891081392765,0.0158415846526622,1.0,0.4285714285714285,0.1636760020069201,0.0870309601940362,0.1333628057765988,0.1428571428571428,0.6895137217393027,0.0985019602484718,test_10_008,consep,dist,test_10_008,4.943819302205257,240.72727272727272,11
0.0,0.0,0.4,0.4,0.3063025789335055,0.1701800276965687,0.1836308393467527,0.08,0.7857135000007858,0.0628570800000628,test_10_008,consep,seg_unet,test_10_008,4.943819302205257,240.72727272727272,11
0.1095709502696991,0.0429042913019657,1.0,0.1666666666666666,0.4565855950585611,0.2134168157423971,0.2208994708994709,0.25,0.6746405780438565,0.1686601445109641,test_10_008,consep,mask_rcnn,test_10_008,4.943819302205257,240.72727272727272,11
0.2801980376243591,0.0947194769978523,1.0,0.5185185185185185,0.3913646609683228,0.4209409949865021,0.4611901681759379,0.5925925925925926,0.7518579194702136,0.4455454337601265,test_10_008,consep,hovernet,test_10_008,4.943819302205257,240.72727272727272,11
0.0599076822400093,0.0272277221083641,1.0,0.4615384615384615,0.1507424484136378,0.0813400750161999,0.1943518872562407,0.2097902097902098,0.7668154866460294,0.1608703818138523,test_10_009,consep,dist,test_10_009,3.533197150901782,180.4183673469388,98
0.1047842726111412,0.0218513775616884,0.6153846153846154,0.6989247311827957,0.3147787930842896,0.1916868613862789,0.326078869047619,0.3978494623655914,0.7110104423811833,0.282875122237675,test_10_009,consep,seg_unet,test_10_009,3.533197150901782,180.4183673469388,98
0.314965009689331,0.1904306262731552,0.8333333333333334,0.6666666666666666,0.4624900176868846,0.3592011703466812,0.4074296947085489,0.6144578313253012,0.7358228693581798,0.4521321245453875,test_10_009,consep,mask_rcnn,test_10_009,3.533197150901782,180.4183673469388,98
0.3067833185195923,0.1619431674480438,0.684931506849315,0.7373737373737373,0.509216008071752,0.5314069437368076,0.5506334125098971,0.6464646464646465,0.7507262057062558,0.4853179511636402,test_10_009,consep,hovernet,test_10_009,3.533197150901782,180.4183673469388,98
0.2133053541183471,0.070109412074089,1.0,0.5801526717557252,0.4890071920224973,0.3157912135136028,0.3965249582039646,0.3969465648854962,0.746070599512646,0.2961501616386076,test_10_010,consep,dist,test_10_010,4.488578718054435,145.44776119402985,67
0.2067978531122207,0.1366980373859405,0.7678571428571429,0.8549618320610687,0.7330954583175588,0.6241778180993423,0.678429642699603,0.7575757575757576,0.7995891463638841,0.6057493533059728,test_10_010,consep,seg_unet,test_10_010,4.488578718054435,145.44776119402985,67
0.261195957660675,0.2014034539461136,0.7924528301886793,0.8412698412698413,0.7560998151221765,0.631187524990004,0.6780895844576362,0.796875,0.7997639177623854,0.6373118719669009,test_10_010,consep,mask_rcnn,test_10_010,4.488578718054435,145.44776119402985,67
0.2929435670375824,0.2273120731115341,0.7931034482758621,0.8721804511278195,0.7370580426878622,0.6423326743857667,0.7087489779231398,0.8120300751879699,0.8152698233380232,0.6620236159436579,test_10_010,consep,hovernet,test_10_010,4.488578718054435,145.44776119402985,67
0.092837855219841,0.0586858689785003,1.0,0.2571428571428571,0.0586035031998062,0.0301544641011252,0.1106539934742516,0.1714285714285714,0.7465730528024763,0.1279839519089959,test_10_011,consep,dist,test_10_011,2.411906488494302,249.96,50
0.1282499879598617,0.084008403122425,0.7894736842105263,0.5,0.1632424735545504,0.0957793736251508,0.1739734955463828,0.2631578947368421,0.7543406768822886,0.1985107044427075,test_10_011,consep,seg_unet,test_10_011,2.411906488494302,249.96,50
0.5215627551078796,0.2052999287843704,0.9666666666666668,0.625,0.4541433891904456,0.3371000744047619,0.3570358121027337,0.6336633663366337,0.685661841593744,0.4344787907128675,test_10_011,consep,mask_rcnn,test_10_011,2.411906488494302,249.96,50
